timestamp,ecg,eda
0,675,-
1,675,-
2,675,-
3,675,-
4,675,-
5,676,-
6,675,-
7,675,-
8,675,-
9,675,-
10,676,-
11,675,-
12,675,-
13,675,-
14,675,-
15,675,-
16,675,-
17,675,-
18,675,-
19,675,-
20,676,-
21,675,-
22,675,-
23,675,-
24,675,-
25,675,-
26,675,-
27,675,-
28,675,-
29,675,-
30,676,-
31,675,-
32,675,-
33,675,-
34,675,-
35,675,-
36,675,-
37,675,-
38,675,-
39,675,-
40,675,-
41,675,-
42,675,-
43,675,-
44,675,-
45,675,-
46,675,-
47,675,-
48,675,-
49,675,-
50,675,-
51,675,-
52,675,-
53,675,-
54,674,-
55,675,-
56,675,-
57,675,-
58,675,-
59,674,-
60,675,-
61,675,-
62,675,-
63,675,-
64,674,-
65,675,-
66,675,-
67,675,-
68,675,-
69,674,-
70,676,-
71,675,-
72,675,-
73,675,-
74,675,-
75,675,-
76,675,-
77,675,-
78,675,-
79,675,-
80,675,-
81,675,-
82,675,-
83,675,-
84,675,-
85,675,-
86,675,-
87,675,-
88,675,-
89,674,-
90,675,-
91,675,-
92,675,-
93,675,-
94,674,-
95,675,-
96,675,-
97,675,-
98,675,-
99,674,-
100,675,-
101,675,-
102,675,-
103,675,-
104,675,-
105,675,-
106,675,-
107,675,-
108,675,-
109,674,-
110,675,-
111,675,-
112,675,-
113,675,-
114,675,-
115,675,-
116,675,-
117,675,-
118,675,-
119,674,-
120,675,-
121,675,-
122,675,-
123,675,-
124,674,-
125,675,-
126,675,-
127,675,-
128,675,-
129,675,-
130,675,-
131,675,-
132,675,-
133,675,-
134,674,-
135,675,-
136,675,-
137,675,-
138,675,-
139,674,-
140,675,-
141,674,-
142,675,-
143,675,-
144,674,-
145,675,-
146,674,-
147,674,-
148,675,-
149,674,-
150,674,-
151,674,-
152,675,-
153,674,-
154,674,-
155,675,-
156,674,-
157,675,-
158,674,-
159,674,-
160,675,-
161,674,-
162,674,-
163,674,-
164,674,-
