timestamp,ecg,eda
0,0,-
1,870,-
2,1022,-
3,1023,-
4,1022,-
5,1023,-
6,1022,-
7,1022,-
8,1022,-
9,1022,-
10,1023,-
11,193,-
12,0,-
13,0,-
14,0,-
15,0,-
16,0,-
17,0,-
18,0,-
19,0,-
20,0,-
21,864,-
22,1023,-
23,1023,-
24,1022,-
25,1022,-
26,1023,-
27,1022,-
28,1023,-
29,1022,-
30,1022,-
31,207,-
32,0,-
33,0,-
34,0,-
35,0,-
36,0,-
37,0,-
38,0,-
39,0,-
40,0,-
41,860,-
42,1022,-
43,1023,-
44,1022,-
45,1022,-
46,1023,-
47,1022,-
48,1022,-
49,1022,-
50,1022,-
51,206,-
52,0,-
53,0,-
54,0,-
55,0,-
56,0,-
57,0,-
58,0,-
59,0,-
60,0,-
61,839,-
62,1022,-
63,1023,-
64,1022,-
65,1023,-
66,1023,-
67,1022,-
68,1023,-
69,1022,-
70,1023,-
71,224,-
72,0,-
73,0,-
74,0,-
75,0,-
76,0,-
77,0,-
78,0,-
79,0,-
80,0,-
81,728,-
82,1022,-
83,1023,-
84,1022,-
85,1023,-
86,1022,-
87,1022,-
88,1023,-
89,1022,-
90,1022,-
91,367,-
92,0,-
93,0,-
94,0,-
95,0,-
96,0,-
97,0,-
98,0,-
99,0,-
100,0,-
101,509,-
102,1022,-
103,1023,-
104,1022,-
105,1023,-
106,1023,-
107,1022,-
108,1023,-
109,1022,-
110,1023,-
111,596,-
112,0,-
113,0,-
114,0,-
115,0,-
116,0,-
117,0,-
118,0,-
119,0,-
120,0,-
121,176,-
122,863,-
123,1022,-
124,1022,-
125,1023,-
126,1023,-
127,1022,-
128,1023,-
129,1022,-
130,776,-
131,49,-
132,0,-
133,0,-
134,0,-
135,0,-
136,0,-
137,0,-
138,0,-
139,0,-
140,144,-
141,888,-
142,1023,-
143,1023,-
144,1022,-
145,1023,-
146,1022,-
147,1022,-
148,1022,-
149,1022,-
150,908,-
151,176,-
152,0,-
153,0,-
154,0,-
155,0,-
156,0,-
157,0,-
158,0,-
159,0,-
160,203,-
161,931,-
162,1023,-
163,1023,-
164,1022,-
165,1022,-
166,1022,-
167,1023,-
168,1023,-
169,1022,-
170,926,-
171,176,-
172,0,-
173,0,-
174,0,-
175,0,-
176,0,-
177,0,-
178,0,-
179,0,-
180,198,-
181,925,-
182,1022,-
183,1023,-
184,1022,-
185,1022,-
186,1022,-
187,1022,-
188,1023,-
189,1022,-
190,908,-
191,165,-
192,0,-
193,0,-
194,0,-
195,0,-
196,0,-
197,0,-
198,0,-
199,0,-
200,202,-
201,923,-
202,1022,-
203,1023,-
204,1022,-
205,1022,-
206,1022,-
207,1022,-
208,1023,-
209,1022,-
210,903,-
211,171,-
212,0,-
213,0,-
214,0,-
215,0,-
216,0,-
217,0,-
218,0,-
219,0,-
220,204,-
221,923,-
222,1022,-
223,1023,-
224,1022,-
225,1022,-
226,1022,-
227,1023,-
228,1023,-
229,1022,-
230,884,-
231,158,-
232,0,-
233,0,-
234,0,-
235,0,-
236,0,-
237,0,-
238,0,-
239,0,-
240,203,-
241,920,-
242,1023,-
243,1023,-
244,1022,-
245,1022,-
246,1023,-
247,1023,-
248,1023,-
249,1022,-
250,872,-
251,150,-
252,0,-
253,0,-
254,0,-
255,0,-
256,0,-
257,0,-
258,0,-
259,0,-
260,207,-
261,911,-
262,1022,-
263,1022,-
264,1022,-
265,1022,-
266,1022,-
267,1023,-
268,1023,-
269,1022,-
270,867,-
271,150,-
272,0,-
273,0,-
274,0,-
275,0,-
276,0,-
277,0,-
278,0,-
279,0,-
280,208,-
281,895,-
282,1022,-
283,1023,-
284,1022,-
285,1023,-
286,1022,-
287,1022,-
288,1023,-
289,1022,-
290,840,-
291,125,-
292,0,-
293,0,-
294,0,-
295,0,-
296,0,-
297,0,-
298,0,-
299,0,-
300,191,-
301,889,-
302,1022,-
303,1023,-
304,1022,-
305,1023,-
306,1022,-
307,1022,-
308,1023,-
309,1022,-
310,810,-
311,99,-
312,0,-
313,0,-
314,0,-
315,0,-
316,0,-
317,0,-
318,0,-
319,0,-
320,177,-
321,873,-
322,1022,-
323,1023,-
324,1022,-
325,1023,-
326,1022,-
327,1022,-
328,1023,-
329,1022,-
330,793,-
331,89,-
332,0,-
333,0,-
334,0,-
335,0,-
336,0,-
337,0,-
338,0,-
339,0,-
340,169,-
341,866,-
342,1022,-
343,1023,-
344,1022,-
345,1023,-
346,1022,-
347,1022,-
348,1023,-
349,1022,-
350,773,-
351,77,-
352,0,-
353,0,-
354,0,-
355,0,-
356,0,-
357,0,-
358,0,-
359,0,-
360,177,-
361,870,-
362,1022,-
363,1022,-
364,1023,-
365,1023,-
366,1022,-
367,1022,-
368,1022,-
369,1022,-
370,786,-
371,74,-
372,0,-
373,0,-
374,0,-
375,0,-
376,0,-
377,0,-
