timestamp,ecg,eda
0,0,-
1,0,-
2,0,-
3,0,-
4,0,-
5,0,-
6,0,-
7,0,-
8,993,-
9,1023,-
10,1022,-
11,1023,-
12,1023,-
13,1022,-
14,1023,-
15,1023,-
16,1022,-
17,1022,-
18,67,-
19,0,-
20,0,-
21,0,-
22,0,-
23,0,-
24,0,-
25,0,-
26,0,-
27,0,-
28,982,-
29,1023,-
30,1023,-
31,1022,-
32,1022,-
33,1022,-
34,1023,-
35,1023,-
36,1022,-
37,1022,-
38,39,-
39,0,-
40,0,-
41,0,-
42,0,-
43,0,-
44,0,-
45,0,-
46,0,-
47,0,-
48,1012,-
49,1022,-
50,1022,-
51,1023,-
52,1022,-
53,1022,-
54,1023,-
55,1023,-
56,1022,-
57,1023,-
58,33,-
59,0,-
60,0,-
61,0,-
62,0,-
63,0,-
64,0,-
65,0,-
66,0,-
67,0,-
68,1005,-
69,1022,-
70,1023,-
71,1022,-
72,1023,-
73,1022,-
74,1022,-
75,1022,-
76,1022,-
77,1022,-
78,21,-
79,0,-
80,0,-
81,0,-
82,0,-
83,0,-
84,0,-
85,0,-
86,0,-
87,0,-
88,1019,-
89,1022,-
90,1022,-
91,1022,-
92,1023,-
93,1022,-
94,1023,-
95,1022,-
96,1022,-
97,1022,-
98,15,-
99,0,-
100,0,-
101,0,-
102,0,-
103,0,-
104,0,-
105,0,-
106,0,-
107,0,-
108,1011,-
109,1022,-
110,1022,-
111,1023,-
112,1022,-
113,1022,-
114,1022,-
115,1022,-
116,1022,-
117,1022,-
118,14,-
119,0,-
120,0,-
121,0,-
122,0,-
123,0,-
124,0,-
125,0,-
126,0,-
127,0,-
128,1020,-
129,1023,-
130,1022,-
131,1022,-
132,1022,-
133,1022,-
134,1023,-
135,1022,-
136,1022,-
137,1022,-
138,2,-
139,0,-
140,0,-
141,0,-
142,0,-
143,0,-
144,0,-
145,0,-
146,0,-
147,0,-
148,1022,-
149,1023,-
150,1022,-
151,1023,-
152,1022,-
153,1022,-
154,1023,-
155,1023,-
156,1022,-
157,1022,-
158,0,-
159,0,-
160,0,-
161,0,-
162,0,-
163,0,-
164,0,-
165,0,-
166,0,-
167,0,-
168,1018,-
169,1023,-
170,1022,-
171,1023,-
172,1023,-
173,1022,-
174,1023,-
175,1022,-
176,1022,-
177,1022,-
178,0,-
179,0,-
180,0,-
181,0,-
182,0,-
183,0,-
184,0,-
185,0,-
186,0,-
187,0,-
188,1022,-
189,1023,-
190,1022,-
191,1023,-
192,1022,-
193,1022,-
194,1023,-
195,1022,-
196,1022,-
197,1023,-
198,0,-
199,0,-
200,0,-
201,0,-
202,0,-
203,0,-
204,0,-
205,0,-
206,0,-
207,0,-
208,1022,-
209,1022,-
210,1023,-
211,1022,-
212,1022,-
213,1023,-
214,1022,-
215,1023,-
216,1022,-
217,1023,-
218,0,-
219,0,-
220,0,-
221,0,-
222,0,-
223,0,-
224,0,-
225,0,-
226,0,-
227,0,-
228,1022,-
229,1022,-
230,1022,-
231,1023,-
232,1022,-
233,1022,-
234,1022,-
235,1023,-
236,1022,-
237,1023,-
238,0,-
239,0,-
240,0,-
241,0,-
242,0,-
243,0,-
244,0,-
245,0,-
246,0,-
247,0,-
248,1022,-
249,1023,-
250,1023,-
251,1022,-
252,1023,-
253,1022,-
254,1023,-
255,1023,-
256,1023,-
257,1022,-
258,0,-
259,0,-
260,0,-
261,0,-
262,0,-
263,0,-
264,0,-
265,0,-
266,0,-
267,0,-
268,1022,-
269,1023,-
270,1023,-
271,1023,-
272,1022,-
273,1022,-
274,1023,-
275,1022,-
276,1023,-
277,1023,-
278,0,-
279,0,-
280,0,-
281,0,-
282,0,-
283,0,-
284,0,-
285,0,-
286,0,-
287,0,-
288,1022,-
289,1023,-
290,1022,-
291,1022,-
292,1022,-
293,1022,-
294,1023,-
295,1022,-
296,1023,-
297,1022,-
298,0,-
299,0,-
300,0,-
301,0,-
302,0,-
303,0,-
304,0,-
305,0,-
306,0,-
307,0,-
308,1022,-
309,1023,-
310,1022,-
311,1023,-
312,1023,-
313,1023,-
314,1022,-
315,1022,-
316,1022,-
317,1023,-
318,0,-
319,0,-
320,0,-
321,0,-
322,0,-
323,0,-
324,0,-
325,0,-
326,0,-
